#time,accel_x,accel_y,accel_z
774.355270,383.047749,-0.000000,9474.636058
774.355585,229.828649,-74.020594,9622.677246
774.355901,306.438199,-222.061783,9548.656652
774.356216,229.828649,-74.020594,9474.636058
774.356532,612.876398,148.041188,9548.656652
774.356847,229.828649,-222.061783,9252.574275
774.357163,153.219100,-444.123565,9548.656652
774.357479,612.876398,-148.041188,9326.594869
774.357794,459.657299,-0.000000,9548.656652
774.358110,383.047749,-296.082377,9400.615463
774.358425,229.828649,-222.061783,9474.636058
774.358741,536.266849,-370.102971,9474.636058
774.359056,306.438199,-148.041188,9400.615463
774.359372,459.657299,222.061783,10214.842000
774.359687,229.828649,-0.000000,9474.636058
774.360003,383.047749,-148.041188,9326.594869
774.360318,306.438199,148.041188,9326.594869
774.360634,459.657299,222.061783,9104.533087
774.360949,383.047749,222.061783,9326.594869
774.361265,153.219100,-0.000000,9474.636058
774.361581,76.609550,-74.020594,9326.594869
774.361896,153.219100,-0.000000,9622.677246
774.362212,76.609550,-148.041188,9622.677246
774.362527,153.219100,-740.205942,9992.780217
774.362843,0.000000,-148.041188,9622.677246
774.363158,76.609550,-148.041188,9696.697840
774.363474,306.438199,-0.000000,9548.656652
774.363789,459.657299,740.205942,9252.574275
774.364105,766.095498,666.185348,8956.491898
774.364420,689.485948,814.226536,9178.553681
774.364736,612.876398,740.205942,9252.574275
774.365051,459.657299,740.205942,9178.553681
774.365367,689.485948,592.164754,9326.594869
774.365682,689.485948,370.102971,9548.656652
774.365998,689.485948,222.061783,9622.677246
774.366314,612.876398,444.123565,9770.718434
774.366629,766.095498,666.185348,9770.718434
774.366945,612.876398,666.185348,9844.739029
774.367260,766.095498,592.164754,9474.636058
774.367576,1455.581446,962.267725,9548.656652
774.367891,1455.581446,1258.350101,9400.615463
774.368207,1915.238745,1554.432478,9252.574275
774.368522,1532.190996,1554.432478,9030.512492
774.368838,2145.067394,1554.432478,9030.512492
774.369153,2298.286494,1702.473667,9104.533087
774.369469,2298.286494,1850.514855,9030.512492
774.369784,2757.943793,1776.494261,9474.636058
774.370100,2757.943793,1702.473667,9474.636058
774.370415,2757.943793,2072.576638,9474.636058
774.370731,2528.115143,1850.514855,9474.636058
774.371047,2528.115143,1998.556043,9474.636058
774.371362,2681.334243,2294.638420,9622.677246
774.371678,3064.381992,2220.617826,9474.636058
774.371993,3064.381992,2368.659014,9474.636058
774.372309,2987.772442,2664.741391,9548.656652
774.372624,3217.601092,2442.679609,9400.615463
774.372940,3753.867940,2590.720797,9252.574275
774.373255,3140.991542,2516.700203,9178.553681
774.373571,3217.601092,2368.659014,9326.594869
774.373886,3140.991542,2590.720797,9326.594869
774.374202,3140.991542,2812.782580,9474.636058
774.374517,3064.381992,2738.761985,9548.656652
774.374833,3064.381992,2442.679609,9770.718434
774.375148,2834.553343,2664.741391,9844.739029
774.375464,2681.334243,2368.659014,9770.718434
774.375780,2604.724693,2368.659014,9844.739029
774.376095,2604.724693,1776.494261,9992.780217
774.376411,2604.724693,2146.597232,10362.883188
774.376726,2834.553343,2072.576638,9992.780217
774.377042,2451.505594,2368.659014,9918.759623
774.377357,2451.505594,2368.659014,9770.718434
774.377673,2987.772442,2368.659014,10140.821405
774.377988,2757.943793,2220.617826,9992.780217
774.378304,2528.115143,2146.597232,9770.718434
774.378619,2757.943793,2220.617826,9474.636058
774.378935,2681.334243,1850.514855,9400.615463
774.379250,2451.505594,1924.535449,9622.677246
774.379566,2374.896044,2294.638420,9252.574275
774.379882,1915.238745,1998.556043,9474.636058
774.380197,1608.800546,1554.432478,9622.677246
774.380513,1302.362347,1036.288319,9844.739029
774.380828,766.095498,444.123565,9992.780217
774.381144,536.266849,-0.000000,10436.903782
774.381459,383.047749,-444.123565,10955.047942
774.381775,842.705048,-518.144159,10955.047942
774.382090,1378.971896,-518.144159,10955.047942
774.382406,1532.190996,222.061783,10362.883188
774.382721,1991.848295,814.226536,9622.677246
774.383037,2834.553343,1702.473667,9252.574275
774.383352,3294.210641,2442.679609,8142.265362
774.383668,3830.477490,2886.803174,7254.018232
774.383983,4366.744339,2960.823768,7328.038826
774.384299,4596.572988,2590.720797,7179.997637
774.384615,4443.353888,2368.659014,7402.059420
774.384930,3983.696590,1628.453072,7698.141797
774.385246,2911.162892,1258.350101,8290.306550
774.385561,2068.457845,962.267725,8734.430116
774.385877,1149.143247,666.185348,9474.636058
774.386192,153.219100,-0.000000,10066.800811
774.386508,-383.047749,-296.082377,10288.862594
774.386823,-536.266849,-740.205942,11029.068536
774.387139,-689.485948,-1332.370696,11103.089130
774.387454,-612.876398,-888.247130,11547.212695
774.387770,0.000000,-444.123565,10955.047942
774.388085,919.314598,-148.041188,11029.068536
774.388401,1608.800546,814.226536,9770.718434
774.388716,2987.772442,2294.638420,9178.553681
774.389032,3983.696590,2738.761985,8068.244768
774.389348,5362.668486,3034.844362,7624.121203
774.389663,6128.763984,3404.947333,7550.100608
774.389979,6741.640382,4219.173869,6661.853478
774.390294,6665.030833,4589.276840,6587.832884
774.390610,6588.421283,4367.215058,6883.915261
774.390925,5822.325785,3923.091493,7402.059420
774.391241,5056.230287,2960.823768,8364.327145
774.391556,3140.991542,1554.432478,9548.656652
774.391872,1762.019645,370.102971,10732.986159
774.392187,306.438199,-666.185348,11917.315666
774.392503,0.000000,-814.226536,13027.624579
774.392818,-919.314598,-444.123565,13323.706956
774.393134,-1072.533697,518.144159,12805.562797
774.393449,-459.657299,1406.391290,11843.295072
774.393765,383.047749,2442.679609,10807.006753
774.394081,1072.533697,3182.885551,9622.677246
774.394396,2834.553343,3775.050304,8364.327145
774.394712,4213.525239,3923.091493,7846.182985
774.395027,5132.839837,3627.009116,7550.100608
774.395343,5745.716235,3108.864956,7772.162391
774.395658,5898.935335,2590.720797,7772.162391
774.395974,5592.497135,2886.803174,8216.285956
774.396289,5209.449386,2886.803174,9622.677246
774.396605,4519.963438,2664.741391,10288.862594
774.396920,3830.477490,2590.720797,11103.089130
774.397236,2528.115143,2960.823768,10881.027347
774.397551,1838.629195,3701.029710,10288.862594
774.397867,2068.457845,3627.009116,10436.903782
774.398182,2298.286494,3256.906145,10066.800811
774.398498,2221.676944,2886.803174,9548.656652
774.398814,1532.190996,2368.659014,9770.718434
774.399129,1072.533697,1702.473667,9474.636058
774.399445,1225.752797,1110.308913,9918.759623
