#time,accel_x,accel_y,accel_z
432.071756,383.047749,-148.041188,9400.615463
432.072071,383.047749,-222.061783,9400.615463
432.072387,536.266849,-0.000000,9474.636058
432.072703,459.657299,-0.000000,9474.636058
432.073018,306.438199,-370.102971,9548.656652
432.073334,536.266849,-222.061783,9474.636058
432.073649,689.485948,-296.082377,9622.677246
432.073965,536.266849,-74.020594,9400.615463
432.074280,459.657299,-74.020594,9474.636058
432.074596,383.047749,-148.041188,9474.636058
432.074912,612.876398,-296.082377,9400.615463
432.075227,306.438199,-222.061783,9548.656652
432.075543,383.047749,-222.061783,9252.574275
432.075858,306.438199,-296.082377,9474.636058
432.076174,459.657299,-148.041188,9400.615463
432.076489,229.828649,-296.082377,9474.636058
432.076805,459.657299,-222.061783,9400.615463
432.077120,306.438199,-74.020594,9326.594869
432.077436,306.438199,-222.061783,9474.636058
432.077752,306.438199,-148.041188,9474.636058
432.078067,536.266849,-444.123565,9178.553681
432.078383,459.657299,-0.000000,9548.656652
432.078698,459.657299,-148.041188,9474.636058
432.079014,766.095498,-148.041188,9252.574275
432.079329,459.657299,-222.061783,9326.594869
432.079645,229.828649,-74.020594,9474.636058
432.079960,459.657299,-222.061783,9474.636058
432.080276,689.485948,-222.061783,9474.636058
432.080592,612.876398,-222.061783,9474.636058
432.080907,383.047749,-370.102971,9326.594869
432.081223,536.266849,-148.041188,9400.615463
432.081538,383.047749,-74.020594,9474.636058
432.081854,306.438199,-0.000000,9474.636058
432.082169,306.438199,-370.102971,9474.636058
432.082485,383.047749,-370.102971,9474.636058
432.082800,919.314598,-148.041188,9252.574275
432.083116,229.828649,-222.061783,9474.636058
432.083432,459.657299,-222.061783,9474.636058
432.083747,459.657299,-148.041188,9548.656652
432.084063,459.657299,-518.144159,9030.512492
432.084378,689.485948,-222.061783,9474.636058
432.084694,383.047749,-0.000000,9400.615463
432.085009,536.266849,-148.041188,9400.615463
432.085325,459.657299,-0.000000,9400.615463
432.085641,459.657299,-222.061783,9474.636058
432.085956,689.485948,-74.020594,9622.677246
432.086272,536.266849,-148.041188,9252.574275
432.086587,612.876398,-148.041188,9400.615463
432.086903,383.047749,-148.041188,9548.656652
432.087218,-76.609550,-222.061783,9622.677246
432.087534,306.438199,-222.061783,9474.636058
432.087849,306.438199,-148.041188,9474.636058
432.088165,229.828649,-222.061783,9474.636058
432.088481,459.657299,-222.061783,9474.636058
432.088796,306.438199,-222.061783,9696.697840
432.089112,229.828649,-74.020594,9548.656652
432.089427,612.876398,-0.000000,9474.636058
432.089743,612.876398,-296.082377,9474.636058
432.090058,536.266849,-222.061783,9548.656652
432.090374,689.485948,148.041188,9400.615463
432.090689,229.828649,-296.082377,9474.636058
432.091005,383.047749,-0.000000,9474.636058
432.091321,536.266849,-0.000000,9474.636058
432.091636,459.657299,-74.020594,9474.636058
432.091952,766.095498,-74.020594,9548.656652
432.092267,383.047749,-0.000000,9696.697840
432.092583,612.876398,-148.041188,9326.594869
432.092898,536.266849,-74.020594,9474.636058
432.093214,459.657299,-0.000000,9844.739029
432.093529,229.828649,-296.082377,9400.615463
432.093845,459.657299,-296.082377,9474.636058
432.094161,536.266849,-148.041188,9474.636058
432.094476,306.438199,-148.041188,9474.636058
432.094792,0.000000,-0.000000,9696.697840
432.095107,459.657299,-370.102971,9474.636058
432.095423,383.047749,-222.061783,9548.656652
432.095738,689.485948,-148.041188,9474.636058
432.096054,459.657299,-0.000000,9548.656652
432.096370,229.828649,-444.123565,9400.615463
432.096685,306.438199,-370.102971,9474.636058
432.097001,459.657299,-222.061783,9400.615463
432.097316,459.657299,-296.082377,9474.636058
432.097632,459.657299,-296.082377,9474.636058
432.097947,612.876398,-0.000000,9474.636058
432.098263,306.438199,-74.020594,9548.656652
432.098578,689.485948,-0.000000,9622.677246
432.098894,383.047749,-296.082377,9326.594869
432.099210,536.266849,-0.000000,9400.615463
432.099525,689.485948,-370.102971,9252.574275
432.099841,229.828649,-74.020594,9548.656652
432.100156,383.047749,-0.000000,9548.656652
432.100472,383.047749,-0.000000,9474.636058
432.100787,1302.362347,-74.020594,9474.636058
432.101103,612.876398,-740.205942,9252.574275
432.101418,536.266849,-0.000000,9622.677246
432.101734,383.047749,-296.082377,9474.636058
432.102050,306.438199,-148.041188,9474.636058
432.102365,459.657299,-74.020594,9474.636058
432.102681,536.266849,-370.102971,9770.718434
432.102996,612.876398,-148.041188,9474.636058
432.103312,153.219100,-74.020594,9474.636058
432.103628,383.047749,-148.041188,9474.636058
432.103943,536.266849,222.061783,9696.697840
432.104259,689.485948,-74.020594,9622.677246
432.104574,153.219100,-370.102971,9696.697840
432.104890,153.219100,-0.000000,9696.697840
432.105205,76.609550,-74.020594,9474.636058
432.105521,459.657299,-296.082377,9548.656652
432.105837,459.657299,-444.123565,9178.553681
432.106152,459.657299,-74.020594,9474.636058
432.106468,383.047749,-222.061783,9400.615463
432.106783,459.657299,-222.061783,9178.553681
432.107099,459.657299,-148.041188,9400.615463
432.107415,0.000000,-0.000000,9400.615463
432.107730,76.609550,-0.000000,9400.615463
432.108046,306.438199,-518.144159,9252.574275
432.108361,306.438199,-296.082377,9622.677246
432.108677,383.047749,-370.102971,9400.615463
432.108993,383.047749,-370.102971,9622.677246
432.109308,306.438199,-148.041188,9474.636058
432.109624,536.266849,-222.061783,9548.656652
432.109939,536.266849,-74.020594,9622.677246
432.110255,0.000000,-370.102971,9474.636058
432.110570,306.438199,-518.144159,9474.636058
432.110886,689.485948,-74.020594,9474.636058
432.111202,306.438199,-222.061783,9548.656652
432.111517,383.047749,-148.041188,9326.594869
432.111833,306.438199,-370.102971,9326.594869
432.112148,459.657299,-74.020594,9474.636058
432.112464,536.266849,-148.041188,9474.636058
432.112780,459.657299,-0.000000,9622.677246
432.113095,459.657299,-444.123565,9474.636058
432.113411,536.266849,-0.000000,9400.615463
432.113726,459.657299,-74.020594,9622.677246
432.114042,383.047749,-0.000000,9252.574275
432.114358,229.828649,-0.000000,9326.594869
432.114673,306.438199,-222.061783,9474.636058
432.114989,229.828649,-296.082377,9474.636058
432.115304,229.828649,-148.041188,9770.718434
432.115620,459.657299,-74.020594,9548.656652
432.115935,383.047749,-222.061783,9400.615463
432.116251,383.047749,-222.061783,9326.594869
432.116567,306.438199,-222.061783,9252.574275
432.116882,689.485948,-222.061783,9474.636058
432.117198,536.266849,-296.082377,9252.574275
432.117513,612.876398,-296.082377,9548.656652
432.117829,689.485948,-148.041188,9474.636058
432.118145,612.876398,-444.123565,9400.615463
432.118460,153.219100,-222.061783,9400.615463
432.118776,383.047749,-222.061783,9474.636058
432.119091,459.657299,-74.020594,9474.636058
432.119407,1302.362347,-296.082377,9548.656652
432.119723,459.657299,-222.061783,9400.615463
432.120038,459.657299,-148.041188,9474.636058
432.120354,229.828649,-222.061783,9326.594869
432.120669,459.657299,-74.020594,9474.636058
432.120985,383.047749,-74.020594,9548.656652
432.121300,612.876398,-148.041188,9622.677246
432.121616,459.657299,-148.041188,9400.615463
432.121932,536.266849,-222.061783,9326.594869
432.122247,459.657299,-148.041188,9474.636058
432.122563,919.314598,-370.102971,9400.615463
432.122878,536.266849,-296.082377,9622.677246
432.123194,306.438199,-222.061783,9474.636058
432.123510,383.047749,-148.041188,9474.636058
432.123825,383.047749,-148.041188,9326.594869
432.124141,0.000000,-444.123565,9474.636058
432.124456,536.266849,-148.041188,9548.656652
432.124772,459.657299,-296.082377,9474.636058
432.125088,383.047749,-148.041188,9474.636058
432.125403,459.657299,-296.082377,9474.636058
432.125719,536.266849,-222.061783,9474.636058
432.126034,612.876398,-0.000000,9474.636058
432.126350,766.095498,-74.020594,9474.636058
